id	code	identifier	ID 10 N	userAgent	deviceLanguage	city	region	country	latitude	longitude	tagId	createdAt	updatedAt	BATCH NUMBER	type_envoi	code_parallele	article	emballage	date_envoi	nom_envoi	addresse_envoi	cp_envoi	ville_envoi	pays_envoi	DATE SCAN	HEURE SCAN (GMT)	DATE HEURE SCAN	PAYS CODE	PAYS NOM	OS	NAVIGATEUR
23229	3666057269158	110977781935366336	1935366336	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:10:11.585 +0100	2024-12-12 05:10:11.585 +0100	0414075	envoi_filiale	9500470193	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051011	20241212051011	CN	Chine	iOS	WeChat
23230	3666057269158	110977781935366336	1935366336	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:10:44.279 +0100	2024-12-12 05:10:44.279 +0100	0414075	envoi_filiale	9500470193	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051044	20241212051044	CN	Chine	iOS	WeChat
23231	3666057202445	110308121992764274	1992764274	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1	es	Puebla	CMX	MX	19.403800	-99.089200		2024-12-12 05:13:45.507 +0100	2024-12-12 05:13:45.507 +0100	0424015	envoi_filiale	9500470199	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051345	20241212051345	MX	MX	iOS	Safari
23232	3666057202476	110308439283879706	9283879706	Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1	en	Phnom Penh	12	KH	11.558300	104.912100		2024-12-12 05:14:17.708 +0100	2024-12-12 05:14:17.708 +0100	0350158	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051417	20241212051417	KH	KH	iOS	Safari
23233	3666057202476	110308439283310605	9283310605	Mozilla/5.0 (Linux; Android 10; V1938T Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20240802 MMWEBID/4265 MicroMessenger/8.0.53.2740(0x2800353F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:15:08.289 +0100	2024-12-12 05:15:08.289 +0100	0345195	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051508	20241212051508	CN	Chine	Android	Chrome
23234	3666057202476	110308439283879706	9283879706	Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1	en	Phnom Penh	12	KH	11.558300	104.912100		2024-12-12 05:15:51.341 +0100	2024-12-12 05:15:51.341 +0100	0350158	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051551	20241212051551	KH	KH	iOS	Safari
23235	3666057202506	110308748085657222	8085657222	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shijiazhuang	HE	CN	38.036000	114.465400		2024-12-12 05:16:12.524 +0100	2024-12-12 05:16:12.524 +0100	0413060	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051612	20241212051612	CN	Chine	iOS	WeChat
23236	3666057202476	110308439287334379	9287334379	Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:16:36.533 +0100	2024-12-12 05:16:36.533 +0100	0345177	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051636	20241212051636	CN	Chine	iOS	WeChat
23237	3666057202506	110308745602210977	5602210977	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Zhoukou	HA	CN	33.630000	114.635300		2024-12-12 05:16:51.975 +0100	2024-12-12 05:16:51.975 +0100	0349010	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051651	20241212051651	CN	Chine	iOS	WeChat
23238	3666057202506	110308745604717542	5604717542	Mozilla/5.0 (Linux; Android 14; 23113RKC6C Build/UKQ1.230804.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/678 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/5G Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:17:42.545 +0100	2024-12-12 05:17:42.545 +0100	0404006	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051742	20241212051742	CN	Chine	Android	Chrome
23239	3666057202476	110308439287334379	9287334379	Mozilla/5.0 (Linux; Android 12; ELS-AN00 Build/HUAWEIELS-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/5515 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Shenzhen	GD	CN	22.555900	114.057700		2024-12-12 05:18:43.059 +0100	2024-12-12 05:18:43.059 +0100	0345177	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	051843	20241212051843	CN	Chine	Android	Chrome
23240	3666057202476	110308439276615410	9276615410	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shanghai	SH	CN	31.222200	121.458100		2024-12-12 05:23:28.034 +0100	2024-12-12 05:23:28.034 +0100	0352096	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	052328	20241212052328	CN	Chine	iOS	WeChat
23241	3666057202476	110308439280161118	9280161118	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_HK	zh	Ningbo	ZJ	CN	29.875200	121.556400		2024-12-12 05:23:41.166 +0100	2024-12-12 05:23:41.166 +0100	0402067	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	052341	20241212052341	CN	Chine	iOS	WeChat
23242	3666057202506	110308748062619526	8062619526	Mozilla/5.0 (iPhone; CPU iPhone OS 17_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shanwei	GD	CN	22.778500	115.345200		2024-12-12 05:25:53.765 +0100	2024-12-12 05:25:53.765 +0100	0405108	envoi_filiale	9500470806	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	052553	20241212052553	CN	Chine	iOS	WeChat
23243	3666057202506	110308745605963108	5605963108	Mozilla/5.0 (Linux; Android 10; VCE-AL00 Build/HUAWEIVCE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20231105 MMWEBID/8668 MicroMessenger/8.0.44.2502(0x28002C36) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:28:39.803 +0100	2024-12-12 05:28:39.803 +0100	0349010	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	052839	20241212052839	CN	Chine	Android	Chrome
23244	3666057202476	110308438078237479	8078237479	Mozilla/5.0 (Linux; Android 12; BRA-AL00 Build/HUAWEIBRA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/995 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64	zh	Jinan	SD	CN	36.675600	117.021100		2024-12-12 05:29:20.837 +0100	2024-12-12 05:29:20.837 +0100	807JC37	envoi_filiale	9500470807	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	052920	20241212052920	CN	Chine	Android	Chrome
23245	3666057202506	110308748064132337	8064132337	Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Zhengzhou	HA	CN	34.759900	113.645900		2024-12-12 05:29:25.722 +0100	2024-12-12 05:29:25.722 +0100	0405108	envoi_filiale	9500470806	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	052925	20241212052925	CN	Chine	iOS	WeChat
23246	3666057202506	110308745605963108	5605963108	Mozilla/5.0 (Linux; Android 10; VCE-AL00 Build/HUAWEIVCE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20231105 MMWEBID/8668 MicroMessenger/8.0.44.2502(0x28002C36) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:32:00.070 +0100	2024-12-12 05:32:00.070 +0100	0349010	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	053200	20241212053200	CN	Chine	Android	Chrome
23247	3666057202476	110308439291828130	9291828130	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Guiyang	GZ	CN	26.580000	106.722300		2024-12-12 05:32:39.838 +0100	2024-12-12 05:32:39.838 +0100	0351096	envoi_filiale	9500470929	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	053239	20241212053239	CN	Chine	iOS	WeChat
23248	3666057202506	110308748085033705	8085033705	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.48(0x18003030) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:35:33.887 +0100	2024-12-12 05:35:33.887 +0100	0407224	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	053533	20241212053533	CN	Chine	iOS	WeChat
23249	3666057202476	110308439287334379	9287334379	Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/4G Language/zh_TW	zh	Guangzhou	GD	CN	23.118100	113.253900		2024-12-12 05:36:29.511 +0100	2024-12-12 05:36:29.511 +0100	0345177	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	053629	20241212053629	CN	Chine	iOS	WeChat
23250	3666057202476	110308439283480384	9283480384	Mozilla/5.0 (Linux; Android 11; CMA-AN00 Build/HONORCMA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/47 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:38:32.040 +0100	2024-12-12 05:38:32.040 +0100	0407089	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	053832	20241212053832	CN	Chine	Android	Chrome
23251	3666057202506	110308748085033705	8085033705	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.48(0x18003030) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:40:36.606 +0100	2024-12-12 05:40:36.606 +0100	0407224	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054036	20241212054036	CN	Chine	iOS	WeChat
23252	3666057202476	110308439283480384	9283480384	Mozilla/5.0 (Linux; Android 11; CMA-AN00 Build/HONORCMA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/47 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/5G Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:40:41.609 +0100	2024-12-12 05:40:41.609 +0100	0407089	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054041	20241212054041	CN	Chine	Android	Chrome
23253	3666057202506	110308745607931297	5607931297	Mozilla/5.0 (Linux; Android 14; V2244A Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20240802 MMWEBID/9191 MicroMessenger/8.0.53.2740(0x2800353F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Pingdingshan	HA	CN	33.734700	113.301600		2024-12-12 05:40:56.266 +0100	2024-12-12 05:40:56.266 +0100	0403111	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054056	20241212054056	CN	Chine	Android	Chrome
23254	3666057202506	110308748085657222	8085657222	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shijiazhuang	HE	CN	38.036000	114.465400		2024-12-12 05:42:02.496 +0100	2024-12-12 05:42:02.496 +0100	0413060	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054202	20241212054202	CN	Chine	iOS	WeChat
23255	3666057202476	110308439283480384	9283480384	Mozilla/5.0 (Linux; Android 11; CMA-AN00 Build/HONORCMA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/47 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/5G Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:42:04.885 +0100	2024-12-12 05:42:04.885 +0100	0407089	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054204	20241212054204	CN	Chine	Android	Chrome
23256	3666057202476	110308439279538495	9279538495	Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/6998 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:42:35.711 +0100	2024-12-12 05:42:35.711 +0100	0350158	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054235	20241212054235	CN	Chine	Android	Chrome
23257	3666057202476	110308439282047458	9282047458	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:44:22.631 +0100	2024-12-12 05:44:22.631 +0100	928CA47	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054422	20241212054422	CN	Chine	iOS	WeChat
23259	3666057202476	110308439276979079	9276979079	Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:47:13.218 +0100	2024-12-12 05:47:13.218 +0100	0350158	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054713	20241212054713	CN	Chine	iOS	WeChat
23260	3666057202476	110308439279538495	9279538495	Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/6998 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:47:37.781 +0100	2024-12-12 05:47:37.781 +0100	0350158	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054737	20241212054737	CN	Chine	Android	Chrome
23261	3666057202506	110308748085687106	8085687106	Mozilla/5.0 (Linux; Android 12; ALN-AL00 Build/HUAWEIALN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/4032 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64	zh	Guangzhou	GD	CN	23.118100	113.253900		2024-12-12 05:48:08.086 +0100	2024-12-12 05:48:08.086 +0100	0413060	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054808	20241212054808	CN	Chine	Android	Chrome
23262	3666057202506	110308741906627657	1906627657	Mozilla/5.0 (Linux; Android 14; PJV110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/6551 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Changzhou	JS	CN	31.768500	119.952700		2024-12-12 05:49:31.853 +0100	2024-12-12 05:49:31.853 +0100	0407211	envoi_filiale	9500470190	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	054931	20241212054931	CN	Chine	Android	Chrome
23263	3666057202506	110308741906627657	1906627657	Mozilla/5.0 (Linux; Android 14; PJV110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/6551 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Changzhou	JS	CN	31.768500	119.952700		2024-12-12 05:50:23.564 +0100	2024-12-12 05:50:23.564 +0100	0407211	envoi_filiale	9500470190	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	055023	20241212055023	CN	Chine	Android	Chrome
23264	3666057202476	110308439278274394	9278274394	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1	zh	Brooklyn	NY	US	40.621400	-73.970500		2024-12-12 05:50:38.889 +0100	2024-12-12 05:50:38.889 +0100	0407089	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	055038	20241212055038	US	États-Unis	iOS	Safari
23265	3666057202506	110308741906627657	1906627657	Mozilla/5.0 (Linux; Android 14; PJV110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/6551 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Changzhou	JS	CN	31.768500	119.952700		2024-12-12 05:51:06.473 +0100	2024-12-12 05:51:06.473 +0100	0407211	envoi_filiale	9500470190	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	055106	20241212055106	CN	Chine	Android	Chrome
23266	3666057202476	110308439279538495	9279538495	Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/6998 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:51:40.383 +0100	2024-12-12 05:51:40.383 +0100	0350158	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	055140	20241212055140	CN	Chine	Android	Chrome
23267	3666057202506	110308745605646896	5605646896	Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Ürümqi	XJ	CN	43.800600	87.601200		2024-12-12 05:52:38.828 +0100	2024-12-12 05:52:38.828 +0100	0352037	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	055238	20241212055238	CN	Chine	iOS	WeChat
23268	3666057202520	110308985648687450	5648687450	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Wenzhou	ZJ	CN	28.000200	120.654700		2024-12-12 05:56:15.374 +0100	2024-12-12 05:56:15.374 +0100	0402108	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	055615	20241212055615	CN	Chine	iOS	WeChat
23269	3666057202476	110308439279538495	9279538495	Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/6998 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 06:06:25.673 +0100	2024-12-12 06:06:25.673 +0100	0350158	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	060625	20241212060625	CN	Chine	Android	Chrome
23270	3666057269158	110977781937370317	1937370317	Mozilla/5.0 (Linux; Android 12; PLA-AL10 Build/HUAWEIPLA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241101 MMWEBID/9437 MicroMessenger/8.0.54.2760(0x280036E6) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 06:12:33.571 +0100	2024-12-12 06:12:33.571 +0100	0414026	envoi_filiale	9500470193	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	061233	20241212061233	CN	Chine	Android	Chrome
